Kecamatan,Kamar Tidur,Kamar Mandi,Luas Tanah (m²),Luas Bangunan (m²),Sertifikat,Daya Listrik (watt),Ruang Makan,Ruang Tamu,Kondisi Perabotan,Jumlah Lantai,Hadap,Terjangkau Internet,Lebar Jalan (m),Sumber Air,Hook,Kondisi Properti,Aksesibilitas,NJOP (Rp/m²),Tingkat Keamanan,Sewa per Bulan (Rp),Jenis Zona
Sawahan,12,2,394,560,HGB,7000,0,2,Unfurnished,6,Selatan,Tidak,4,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,450856,10,238100000,Campuran
Sawahan,6,4,1118,234,AJB,4400,2,4,Unfurnished,4,Timur,Ya,10,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,492142,10,60300000,Perumahan
Sawahan,4,2,156,202,HGB,4400,4,0,Unfurnished,6,Selatan,Tidak,16,PDAM,Tidak,Bagus,Dekat Sekolah,438862,6,53400000,Komersial
Sawahan,2,8,358,426,SHM,4400,2,4,Furnished,4,Barat,Ya,14,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,443728,8,154100000,Perumahan
Sawahan,8,2,370,60,HGB,2600,4,4,Semi-Furnished,2,Utara,Ya,16,PDAM,Ya,Baru,Dekat Sekolah,423340,6,18600000,Komersial
Sawahan,10,2,894,82,AJB,2600,2,2,Semi-Furnished,6,Barat,Tidak,10,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,406540,4,28200000,Perumahan
Sawahan,2,8,372,322,HGB,2600,0,0,Furnished,6,Timur,Tidak,20,Air Tanah,Ya,Bagus,Dekat Pusat Kota,483166,10,149000000,Campuran
Sawahan,8,4,130,316,AJB,4400,0,0,Furnished,2,Utara,Tidak,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,491206,10,87800000,Campuran
Sawahan,4,2,104,200,AJB,4400,4,2,Semi-Furnished,2,Utara,Tidak,12,Sumur,Tidak,Baru,Dekat Sekolah,470824,8,42100000,Komersial
Sawahan,6,8,1026,410,SHM,4400,4,0,Semi-Furnished,6,Selatan,Ya,8,PDAM,Tidak,Bagus,Dekat Pusat Kota,492642,10,255000000,Campuran
Sawahan,4,4,1124,866,AJB,8800,2,2,Semi-Furnished,2,Utara,Tidak,14,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,464400,10,195200000,Perumahan
Sawahan,8,8,842,480,HGB,8800,4,4,Semi-Furnished,6,Selatan,Tidak,16,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,490794,10,259600000,Komersial
Sawahan,12,8,374,340,AJB,2600,4,2,Furnished,4,Timur,Ya,12,Sumur,Ya,Bagus,Dekat Sekolah,451758,10,192000000,Komersial
Sawahan,10,6,234,116,AJB,1800,4,2,Furnished,4,Utara,Tidak,22,Sumur,Tidak,Bagus,Dekat Sekolah,427204,10,44900000,Perumahan
Sawahan,12,4,430,480,HGB,7000,0,0,Furnished,4,Utara,Tidak,4,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,484330,10,279700000,Campuran
Sawahan,8,8,130,130,HGB,2600,4,4,Semi-Furnished,2,Selatan,Ya,10,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,407288,4,28100000,Perumahan
Sawahan,2,2,440,384,SHM,2600,0,0,Furnished,4,Selatan,Tidak,12,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,444572,10,76800000,Perumahan
Sawahan,8,4,148,104,SHM,2600,0,2,Semi-Furnished,6,Timur,Ya,18,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,457812,6,37100000,Komersial
Sawahan,8,8,376,418,SHM,4400,4,0,Unfurnished,6,Timur,Ya,4,PDAM,Tidak,Bagus,Dekat Pusat Kota,440186,10,210200000,Perumahan
Sawahan,4,6,1120,736,AJB,8800,0,0,Unfurnished,6,Barat,Tidak,10,Sumur,Tidak,Baru,Dekat Sekolah,444554,10,381000000,Campuran
Sawahan,10,6,906,670,HGB,4400,0,4,Unfurnished,6,Selatan,Tidak,14,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,480622,10,302900000,Komersial
Sawahan,10,6,646,692,AJB,7000,4,0,Furnished,4,Selatan,Tidak,12,Sumur,Tidak,Bagus,Dekat Jalan Raya,465612,8,429300000,Campuran
Sawahan,10,2,334,80,AJB,1800,0,2,Furnished,4,Selatan,Ya,12,Air Tanah,Tidak,Bagus,Dekat Sekolah,426092,4,31900000,Campuran
Sawahan,6,2,160,246,AJB,2600,0,0,Unfurnished,6,Utara,Ya,4,Sumur,Tidak,Baru,Dekat Sekolah,456912,8,70900000,Perumahan
Sawahan,4,8,1022,72,AJB,1800,0,0,Furnished,6,Timur,Tidak,20,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,404266,4,26600000,Campuran
Semampir,4,2,418,598,HGB,8800,2,4,Semi-Furnished,4,Selatan,Tidak,24,Sumur,Tidak,Butuh Renovasi,Dekat Jalan Raya,362686,10,101900000,Perumahan
Semampir,2,2,328,84,HGB,2600,4,0,Furnished,6,Utara,Tidak,14,Sumur,Tidak,Bagus,Dekat Jalan Raya,359020,6,21300000,Campuran
Semampir,4,4,334,98,HGB,2600,2,4,Unfurnished,2,Selatan,Ya,4,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,360068,6,12300000,Campuran
Semampir,6,2,132,276,SHM,2600,0,4,Semi-Furnished,6,Timur,Ya,4,PDAM,Tidak,Baru,Dekat Sekolah,363734,10,80500000,Komersial
Semampir,2,4,922,602,AJB,7000,4,0,Furnished,6,Selatan,Ya,4,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,336638,8,179300000,Komersial
Semampir,2,2,512,418,SHM,7000,0,0,Semi-Furnished,6,Utara,Tidak,18,Air Tanah,Ya,Baru,Dekat Sekolah,383022,8,129800000,Komersial
Semampir,2,2,1088,1234,HGB,8800,0,2,Semi-Furnished,6,Timur,Tidak,22,PDAM,Tidak,Baru,Dekat Sekolah,406928,8,450400000,Perumahan
Semampir,12,2,1066,214,SHM,2600,0,4,Furnished,2,Timur,Ya,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,340720,8,50200000,Campuran
Semampir,6,4,1080,408,AJB,8800,4,4,Unfurnished,6,Timur,Ya,22,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,371376,10,99500000,Campuran
Semampir,4,4,88,110,SHM,2600,4,0,Furnished,4,Timur,Ya,4,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,355016,2,18200000,Campuran
Semampir,2,6,406,368,SHM,4400,2,2,Unfurnished,4,Timur,Tidak,12,PDAM,Tidak,Bagus,Dekat Pusat Kota,335220,8,73600000,Perumahan
Semampir,12,2,110,94,AJB,2600,0,0,Semi-Furnished,4,Selatan,Ya,20,Air Tanah,Ya,Baru,Dekat Jalan Raya,314896,8,36400000,Komersial
Semampir,4,6,844,344,HGB,4400,0,2,Semi-Furnished,6,Utara,Ya,12,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,371478,8,88100000,Perumahan
Semampir,12,6,778,222,HGB,4400,2,4,Semi-Furnished,4,Utara,Ya,8,Sumur,Ya,Bagus,Dekat Pusat Kota,356746,10,107700000,Komersial
Semampir,12,2,1146,886,AJB,8800,4,0,Semi-Furnished,4,Utara,Tidak,22,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,363310,10,342700000,Perumahan
Semampir,10,4,642,466,SHM,7000,4,0,Unfurnished,6,Utara,Ya,24,Sumur,Ya,Bagus,Dekat Pusat Kota,388908,10,200300000,Perumahan
Semampir,6,8,220,260,SHM,2600,0,0,Unfurnished,6,Selatan,Tidak,20,PDAM,Ya,Baru,Dekat Jalan Raya,323416,10,94100000,Campuran
Semampir,2,8,598,730,HGB,7000,0,4,Furnished,4,Barat,Ya,22,PDAM,Tidak,Bagus,Dekat Pusat Kota,373186,10,296000000,Campuran
Semampir,4,4,878,1074,AJB,8800,2,2,Unfurnished,2,Timur,Ya,8,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,401032,10,274200000,Campuran
Semampir,2,8,1170,910,SHM,11000,4,4,Furnished,4,Timur,Ya,14,Sumur,Tidak,Baru,Dekat Pusat Kota,392762,10,439600000,Campuran
Semampir,6,2,272,456,SHM,8800,2,2,Semi-Furnished,4,Barat,Tidak,22,Sumur,Tidak,Bagus,Dekat Jalan Raya,355480,10,106600000,Campuran
Semampir,8,4,550,440,HGB,4400,0,0,Unfurnished,2,Timur,Tidak,12,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,373004,10,90100000,Perumahan
Semampir,8,2,194,200,AJB,2600,2,0,Semi-Furnished,2,Selatan,Ya,10,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,325998,8,42600000,Komersial
Semampir,6,2,610,196,HGB,1800,2,2,Unfurnished,2,Selatan,Tidak,8,PDAM,Tidak,Bagus,Dekat Pusat Kota,315466,4,39900000,Komersial
Semampir,8,6,772,672,AJB,7000,2,4,Furnished,6,Utara,Tidak,6,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,360140,10,257600000,Campuran
Semampir,12,6,708,98,AJB,2600,2,2,Unfurnished,4,Barat,Tidak,16,PDAM,Tidak,Bagus,Dekat Sekolah,368576,8,28400000,Perumahan
Semampir,2,6,918,360,HGB,2600,2,0,Unfurnished,2,Barat,Ya,4,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,371852,10,47700000,Perumahan
Semampir,4,6,216,194,AJB,1800,0,2,Unfurnished,6,Utara,Tidak,24,Sumur,Tidak,Bagus,Dekat Pusat Kota,383304,10,45900000,Campuran
Semampir,8,6,88,164,SHM,2600,2,2,Furnished,4,Utara,Tidak,12,PDAM,Tidak,Bagus,Dekat Jalan Raya,316244,10,56000000,Campuran
Semampir,4,8,112,224,AJB,4400,4,2,Unfurnished,6,Timur,Tidak,12,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,344074,6,39200000,Perumahan
Semampir,6,8,1120,592,HGB,4400,2,0,Furnished,2,Barat,Ya,8,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,354588,10,162600000,Campuran
Semampir,8,2,1188,174,HGB,1800,4,2,Semi-Furnished,4,Utara,Ya,6,Air Tanah,Tidak,Baru,Dekat Pusat Kota,340138,10,60200000,Campuran
Simokerto,10,6,266,320,HGB,2600,0,4,Semi-Furnished,2,Selatan,Tidak,10,Sumur,Ya,Baru,Dekat Pusat Kota,401932,8,124500000,Perumahan
Simokerto,6,8,450,582,SHM,4400,4,4,Semi-Furnished,6,Barat,Tidak,16,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,364152,10,209000000,Campuran
Simokerto,4,4,836,386,SHM,2600,2,2,Furnished,4,Barat,Tidak,24,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,383996,10,90100000,Perumahan
Simokerto,2,4,370,234,AJB,2600,0,4,Furnished,2,Selatan,Ya,10,Air Tanah,Tidak,Bagus,Dekat Pusat Kota,347918,10,54400000,Komersial
Simokerto,6,4,738,118,AJB,2600,2,0,Furnished,4,Barat,Ya,6,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,351888,6,25600000,Perumahan
Simokerto,2,2,730,384,AJB,2600,0,2,Furnished,4,Utara,Ya,12,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,381302,8,66100000,Komersial
Simokerto,8,2,316,286,HGB,2600,0,0,Furnished,2,Timur,Ya,18,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,379776,8,65200000,Campuran
Simokerto,8,2,228,420,AJB,4400,4,4,Furnished,2,Selatan,Ya,24,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,420926,10,89700000,Campuran
Simokerto,8,8,398,332,AJB,2600,4,0,Furnished,6,Timur,Ya,10,PDAM,Ya,Bagus,Dekat Pusat Kota,370502,10,175000000,Campuran
Simokerto,4,2,192,140,HGB,2600,4,0,Furnished,4,Selatan,Ya,24,Air Tanah,Ya,Baru,Dekat Pusat Kota,354754,6,38700000,Campuran
Simokerto,10,6,192,306,SHM,4400,4,4,Furnished,4,Utara,Ya,20,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,368626,10,96200000,Campuran
Simokerto,10,2,222,418,SHM,8800,0,0,Furnished,2,Barat,Ya,6,PDAM,Tidak,Bagus,Dekat Pusat Kota,413708,10,150900000,Perumahan
Simokerto,10,4,724,394,AJB,2600,0,0,Semi-Furnished,6,Utara,Ya,10,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,398214,10,160300000,Campuran
Simokerto,12,2,1104,476,SHM,8800,2,0,Unfurnished,2,Timur,Tidak,4,PDAM,Tidak,Baru,Dekat Sekolah,404668,8,141300000,Campuran
Simokerto,4,4,412,220,AJB,4400,2,2,Semi-Furnished,6,Barat,Ya,22,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,355202,6,52800000,Perumahan
Simokerto,12,8,566,314,SHM,4400,0,4,Furnished,4,Timur,Tidak,14,Air Tanah,Ya,Bagus,Dekat Pusat Kota,410814,10,219000000,Campuran
Simokerto,12,2,96,278,SHM,2600,2,2,Unfurnished,2,Barat,Tidak,6,PDAM,Ya,Butuh Renovasi,Dekat Jalan Raya,402278,8,51800000,Perumahan
Simokerto,10,8,650,802,SHM,11000,4,4,Semi-Furnished,4,Utara,Ya,18,Sumur,Ya,Butuh Renovasi,Dekat Pusat Kota,405118,10,374300000,Campuran
Simokerto,6,6,1162,360,HGB,2600,4,2,Semi-Furnished,4,Barat,Tidak,14,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,380294,10,105400000,Komersial
Simokerto,12,8,444,286,SHM,2600,4,4,Furnished,2,Barat,Ya,18,PDAM,Tidak,Baru,Dekat Jalan Raya,405062,10,149900000,Perumahan
Simokerto,4,2,210,384,SHM,4400,0,0,Semi-Furnished,2,Utara,Ya,4,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,400878,10,79600000,Komersial
Simokerto,4,2,492,344,AJB,4400,0,2,Furnished,4,Utara,Ya,12,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,416140,10,65000000,Campuran
Simokerto,6,2,320,242,SHM,4400,2,0,Furnished,2,Selatan,Tidak,22,Sumur,Tidak,Baru,Dekat Pusat Kota,398956,8,73600000,Campuran
Simokerto,4,2,970,306,SHM,2600,0,0,Furnished,4,Selatan,Tidak,20,PDAM,Tidak,Bagus,Dekat Pusat Kota,358152,10,89400000,Perumahan
Simokerto,2,2,1154,386,HGB,4400,2,0,Unfurnished,4,Selatan,Ya,20,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,413320,10,64900000,Perumahan
Simokerto,4,8,1158,934,SHM,13200,4,0,Unfurnished,6,Barat,Ya,8,Air Tanah,Tidak,Butuh Renovasi,Dekat Sekolah,371900,10,386100000,Komersial
Simokerto,4,2,142,184,AJB,2600,4,2,Semi-Furnished,4,Barat,Ya,18,Air Tanah,Ya,Baru,Dekat Sekolah,355092,8,34300000,Perumahan
Simokerto,2,6,1004,894,SHM,11000,4,0,Furnished,2,Barat,Ya,12,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,427304,10,194900000,Perumahan
Simokerto,6,2,570,394,SHM,4400,0,2,Furnished,6,Utara,Tidak,6,Sumur,Tidak,Baru,Dekat Pusat Kota,419236,10,153400000,Perumahan
Simokerto,2,8,1144,724,AJB,8800,4,4,Semi-Furnished,2,Barat,Ya,4,PDAM,Tidak,Bagus,Dekat Sekolah,359370,10,181100000,Komersial
Simokerto,8,6,86,228,SHM,2600,4,2,Semi-Furnished,6,Utara,Ya,22,PDAM,Ya,Baru,Dekat Jalan Raya,390218,8,124100000,Komersial
Simokerto,8,6,420,348,HGB,2600,4,2,Furnished,4,Timur,Tidak,18,PDAM,Tidak,Baru,Dekat Jalan Raya,403180,10,181900000,Campuran
Sukolilo,12,2,998,336,AJB,4400,2,0,Furnished,4,Utara,Tidak,6,Air Tanah,Tidak,Bagus,Dekat Jalan Raya,515646,10,207300000,Campuran
Sukolilo,6,4,488,638,HGB,7000,4,4,Unfurnished,2,Timur,Ya,6,Sumur,Ya,Bagus,Dekat Sekolah,502828,8,230600000,Komersial
Sukolilo,2,8,96,236,AJB,4400,2,0,Unfurnished,6,Barat,Tidak,10,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,501874,10,49100000,Perumahan
Sukolilo,12,4,198,236,AJB,2600,2,2,Semi-Furnished,4,Timur,Ya,22,Sumur,Ya,Baru,Dekat Pusat Kota,454480,8,154700000,Campuran
Sukolilo,12,8,500,580,AJB,4400,0,4,Semi-Furnished,2,Timur,Tidak,8,PDAM,Tidak,Baru,Dekat Jalan Raya,540724,10,443500000,Komersial
Sukolilo,12,2,616,642,HGB,7000,2,0,Semi-Furnished,4,Utara,Tidak,14,Sumur,Tidak,Bagus,Dekat Pusat Kota,548018,8,465700000,Komersial
Sukolilo,4,2,250,284,SHM,4400,4,0,Unfurnished,6,Timur,Tidak,10,Sumur,Tidak,Butuh Renovasi,Dekat Sekolah,479958,10,65100000,Campuran
Sukolilo,10,6,1008,140,AJB,2600,4,0,Furnished,2,Selatan,Ya,22,Sumur,Ya,Baru,Dekat Pusat Kota,469742,10,86500000,Komersial
Sukolilo,10,8,1168,410,AJB,4400,2,2,Furnished,6,Utara,Ya,12,Sumur,Ya,Baru,Dekat Jalan Raya,491328,10,467900000,Komersial
Sukolilo,2,6,1142,856,SHM,8800,0,4,Semi-Furnished,6,Utara,Ya,24,PDAM,Tidak,Baru,Dekat Sekolah,511220,10,510600000,Campuran
Sukolilo,6,8,584,74,HGB,2600,0,2,Unfurnished,4,Barat,Tidak,24,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,499674,2,18200000,Perumahan
Sukolilo,10,6,880,954,HGB,11000,4,4,Semi-Furnished,2,Utara,Ya,12,Sumur,Tidak,Baru,Dekat Sekolah,588954,10,620800000,Perumahan
Sukolilo,6,6,968,504,SHM,7000,4,0,Unfurnished,4,Timur,Ya,18,PDAM,Ya,Baru,Dekat Jalan Raya,472070,8,292900000,Komersial
Sukolilo,6,6,864,950,HGB,13200,2,0,Semi-Furnished,2,Barat,Tidak,20,Sumur,Tidak,Bagus,Dekat Sekolah,583774,10,505700000,Komersial
Sukolilo,2,2,202,242,HGB,2600,0,0,Semi-Furnished,4,Barat,Tidak,10,PDAM,Tidak,Baru,Dekat Pusat Kota,461894,10,73300000,Perumahan
Sukolilo,12,8,664,172,SHM,2600,4,4,Semi-Furnished,2,Selatan,Tidak,20,PDAM,Ya,Baru,Dekat Sekolah,458766,8,103900000,Komersial
Sukolilo,4,4,990,430,AJB,4400,4,0,Semi-Furnished,6,Utara,Ya,6,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,465416,10,142800000,Campuran
Sukolilo,12,4,794,818,HGB,11000,0,2,Furnished,4,Timur,Tidak,18,Air Tanah,Tidak,Baru,Dekat Pusat Kota,540094,10,715600000,Komersial
Sukolilo,8,2,1094,1170,HGB,11000,4,4,Semi-Furnished,6,Selatan,Tidak,6,Sumur,Ya,Butuh Renovasi,Dekat Jalan Raya,608896,10,640900000,Campuran
Sukolilo,8,4,652,746,SHM,4400,4,2,Semi-Furnished,6,Utara,Ya,22,PDAM,Tidak,Baru,Dekat Pusat Kota,580726,10,626000000,Komersial
Sukolilo,4,4,232,424,HGB,4400,0,0,Unfurnished,2,Timur,Ya,10,PDAM,Tidak,Bagus,Dekat Jalan Raya,472740,10,118200000,Campuran
Sukolilo,2,8,320,428,AJB,8800,4,2,Semi-Furnished,4,Timur,Tidak,4,PDAM,Ya,Baru,Dekat Sekolah,540334,10,145200000,Perumahan
Sukolilo,12,2,256,394,AJB,4400,2,2,Semi-Furnished,4,Barat,Tidak,24,Sumur,Ya,Bagus,Dekat Pusat Kota,495894,10,210400000,Komersial
Sukolilo,6,6,102,152,SHM,2600,0,2,Furnished,2,Selatan,Tidak,10,Sumur,Tidak,Bagus,Dekat Sekolah,509306,8,47300000,Campuran
Sukolilo,10,6,1100,544,AJB,8800,4,2,Furnished,6,Timur,Ya,10,PDAM,Tidak,Baru,Dekat Jalan Raya,554912,8,551000000,Campuran
Sukolilo,4,2,306,416,AJB,4400,0,2,Unfurnished,4,Utara,Tidak,6,PDAM,Ya,Baru,Dekat Jalan Raya,531680,8,107700000,Perumahan
Sukolilo,8,4,138,112,HGB,2600,4,2,Unfurnished,4,Barat,Tidak,8,Sumur,Tidak,Baru,Dekat Sekolah,451908,10,41000000,Komersial
Sukolilo,10,4,982,1128,AJB,13200,4,4,Furnished,4,Barat,Tidak,6,PDAM,Tidak,Bagus,Dekat Jalan Raya,516920,10,758000000,Perumahan
Sukolilo,4,2,852,284,SHM,4400,2,0,Semi-Furnished,6,Timur,Ya,24,Air Tanah,Ya,Bagus,Dekat Pusat Kota,460892,10,156000000,Komersial
Sukolilo,6,6,150,148,SHM,1800,4,0,Furnished,2,Selatan,Tidak,12,Sumur,Ya,Baru,Dekat Sekolah,484054,6,57100000,Perumahan
Sukolilo,10,2,842,602,SHM,4400,2,0,Unfurnished,6,Selatan,Tidak,16,Air Tanah,Tidak,Baru,Dekat Pusat Kota,551686,8,427400000,Campuran
Sukolilo,4,6,118,108,AJB,1800,4,2,Furnished,4,Barat,Ya,22,Sumur,Tidak,Butuh Renovasi,Dekat Pusat Kota,479630,6,34600000,Campuran
Sukomanunggal,12,8,580,292,SHM,4400,0,2,Semi-Furnished,6,Utara,Tidak,10,PDAM,Tidak,Butuh Renovasi,Dekat Sekolah,427098,10,146400000,Perumahan
Sukomanunggal,8,2,1084,982,SHM,8800,4,0,Semi-Furnished,4,Selatan,Ya,20,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,454470,10,410700000,Campuran
Sukomanunggal,10,8,312,326,AJB,4400,4,4,Unfurnished,6,Utara,Ya,20,PDAM,Tidak,Butuh Renovasi,Dekat Jalan Raya,431262,10,112300000,Komersial
Sukomanunggal,8,4,502,518,AJB,4400,4,0,Unfurnished,6,Utara,Tidak,16,Sumur,Ya,Bagus,Dekat Pusat Kota,435942,10,267500000,Komersial
Sukomanunggal,2,2,598,432,SHM,4400,2,4,Semi-Furnished,2,Selatan,Ya,16,Sumur,Ya,Baru,Dekat Pusat Kota,454296,8,129900000,Komersial
Sukomanunggal,4,8,250,84,SHM,2600,4,4,Furnished,4,Utara,Ya,4,PDAM,Ya,Butuh Renovasi,Dekat Sekolah,387704,6,22000000,Campuran
Sukomanunggal,10,2,334,450,AJB,7000,4,2,Semi-Furnished,4,Selatan,Ya,24,PDAM,Ya,Baru,Dekat Jalan Raya,412470,8,196300000,Campuran
Sukomanunggal,2,2,518,162,AJB,2600,2,4,Unfurnished,2,Barat,Tidak,8,Air Tanah,Ya,Baru,Dekat Jalan Raya,416210,6,30200000,Komersial
Sukomanunggal,6,4,434,274,HGB,2600,4,2,Unfurnished,4,Selatan,Ya,6,PDAM,Tidak,Baru,Dekat Sekolah,396282,10,98200000,Campuran
Sukomanunggal,2,2,248,416,SHM,4400,0,4,Furnished,6,Selatan,Tidak,10,Air Tanah,Ya,Butuh Renovasi,Dekat Pusat Kota,454696,10,129700000,Komersial
Sukomanunggal,2,2,488,618,SHM,7000,2,4,Furnished,6,Barat,Ya,20,PDAM,Ya,Baru,Dekat Pusat Kota,460680,10,327400000,Campuran
Sukomanunggal,12,4,718,804,AJB,8800,0,4,Unfurnished,2,Barat,Tidak,18,Air Tanah,Tidak,Butuh Renovasi,Dekat Jalan Raya,448742,10,244400000,Campuran
Sukomanunggal,6,4,544,446,HGB,4400,2,4,Semi-Furnished,4,Timur,Ya,20,PDAM,Tidak,Bagus,Dekat Jalan Raya,414538,8,186400000,Campuran
Sukomanunggal,4,2,1192,356,HGB,2600,4,2,Furnished,4,Timur,Ya,12,Air Tanah,Ya,Butuh Renovasi,Dekat Jalan Raya,430724,8,101400000,Komersial
Sukomanunggal,10,8,974,1158,AJB,8800,2,4,Furnished,2,Barat,Ya,14,Air Tanah,Ya,Baru,Dekat Pusat Kota,472576,10,801500000,Campuran
Sukomanunggal,4,6,294,68,AJB,2600,2,2,Unfurnished,4,Utara,Tidak,12,Sumur,Ya,Bagus,Dekat Jalan Raya,436320,2,14900000,Campuran
Sukomanunggal,12,8,88,108,HGB,1800,4,0,Unfurnished,2,Selatan,Tidak,8,PDAM,Ya,Baru,Dekat Jalan Raya,439304,8,39300000,Campuran
Sukomanunggal,10,4,516,84,SHM,2600,0,0,Semi-Furnished,4,Selatan,Ya,20,Air Tanah,Ya,Baru,Dekat Sekolah,429286,6,38400000,Campuran
Sukomanunggal,8,8,492,418,HGB,7000,0,4,Unfurnished,4,Barat,Tidak,8,Sumur,Ya,Baru,Dekat Jalan Raya,442584,8,232000000,Komersial
Sukomanunggal,2,6,1152,1198,AJB,8800,0,2,Semi-Furnished,6,Utara,Ya,18,Sumur,Tidak,Bagus,Dekat Pusat Kota,516296,8,673700000,Perumahan
Sukomanunggal,10,4,228,232,HGB,2600,2,4,Unfurnished,6,Selatan,Tidak,8,Sumur,Ya,Butuh Renovasi,Dekat Sekolah,456124,10,67800000,Campuran
Sukomanunggal,8,6,1152,1120,AJB,13200,0,2,Semi-Furnished,4,Timur,Ya,24,PDAM,Ya,Baru,Dekat Jalan Raya,538654,10,764300000,Campuran
Sukomanunggal,8,2,678,538,HGB,8800,0,4,Unfurnished,6,Selatan,Tidak,4,Air Tanah,Tidak,Butuh Renovasi,Dekat Pusat Kota,457932,10,197000000,Perumahan
Sukomanunggal,2,6,1196,498,AJB,7000,4,2,Unfurnished,2,Utara,Ya,6,PDAM,Ya,Butuh Renovasi,Dekat Pusat Kota,424740,8,102100000,Perumahan
Sukomanunggal,10,4,452,144,HGB,2600,0,2,Unfurnished,4,Timur,Tidak,12,Sumur,Tidak,Bagus,Dekat Jalan Raya,439576,8,43500000,Campuran
Sukomanunggal,2,2,1088,380,HGB,4400,2,2,Semi-Furnished,4,Selatan,Tidak,18,Sumur,Ya,Bagus,Dekat Pusat Kota,486704,10,113300000,Komersial
Sukomanunggal,10,8,1064,698,HGB,8800,2,2,Unfurnished,6,Utara,Ya,12,Sumur,Ya,Baru,Dekat Jalan Raya,480132,10,465800000,Perumahan
Sukomanunggal,6,8,1004,496,SHM,7000,2,2,Furnished,2,Selatan,Tidak,12,PDAM,Ya,Baru,Dekat Sekolah,436568,10,309400000,Komersial
Sukomanunggal,6,2,872,272,AJB,4400,2,2,Semi-Furnished,2,Utara,Tidak,12,Air Tanah,Ya,Butuh Renovasi,Dekat Sekolah,455296,8,54700000,Perumahan
Sukomanunggal,4,8,458,92,AJB,1800,4,0,Semi-Furnished,6,Timur,Tidak,16,PDAM,Tidak,Butuh Renovasi,Dekat Pusat Kota,425566,6,34400000,Komersial
Sukomanunggal,6,8,508,318,SHM,2600,2,2,Furnished,6,Selatan,Ya,22,PDAM,Tidak,Baru,Dekat Pusat Kota,480334,10,197600000,Campuran
Sukomanunggal,8,6,194,258,SHM,4400,0,2,Semi-Furnished,4,Utara,Tidak,12,Sumur,Ya,Baru,Dekat Jalan Raya,475434,8,109300000,Perumahan
Tambaksari,6,2,538,520,HGB,7000,2,4,Furnished,2,Utara,Tidak,18,Sumur,Tidak,Baru,Dekat Jalan Raya,457672,10,161100000,Perumahan
Tambaksari,4,8,450,396,AJB,2600,2,4,Furnished,6,Barat,Tidak,18,PDAM,Ya,Bagus,Dekat Sekolah,420250,8,151100000,Campuran
Tambaksari,8,8,736,520,SHM,8800,0,2,Semi-Furnished,6,Utara,Ya,18,Air Tanah,Tidak,Baru,Dekat Sekolah,406120,10,360600000,Komersial
