Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,11730600.0,1260.0,Industri,Buruk,rendah,62482
"Jl. Bulak No. 3, Surabaya",Bulak,2991209.86,Lainnya,64418786.5,9106.26,Perumahan,Buruk,tinggi,43764
"Jl. Semampir No. 11, Surabaya",Semampir,3721522.82,Lainnya,152378314.16,16537.22,Perumahan,Buruk,tinggi,172669
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3439821.12,SHM,75652687.12,9160.8,Industri,Buruk,rendah,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3485508.14,HGB,25088033.88,2680.32,Industri,Baik,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,2898796.54,SHM,105797908.7,14800.3,Komersial,Buruk,rendah,43764
"Jl. Jambangan No. 6, Surabaya",Jambangan,4639634.24,SHM,73967124.4,6140.92,Industri,Baik,tinggi,50470
"Jl. Simokerto No. 12, Surabaya",Simokerto,4938718.24,SHM,76047963.92,6920.56,Industri,Buruk,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5837259.72,SHM,173459423.9,12075.52,Industri,Baik,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,6370570.14,Lainnya,286403223.74,18211.7,Industri,Buruk,tinggi,41289
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6101364.72,Lainnya,193675052.68,13702.9,Industri,Baik,rendah,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,Lainnya,25727760.0,4986.0,Industri,Buruk,rendah,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,5888171.68,HGB,267605829.26,17589.86,Industri,Buruk,tinggi,61187
"Jl. Krembangan No. 8, Surabaya",Krembangan,6627002.0,HGB,67630528.44,3862.46,Industri,Baik,rendah,109027
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4794570.1,HGB,172969492.92,15698.46,Industri,Baik,rendah,45547
"Jl. Bubutan No. 2, Surabaya",Bubutan,7828577.3,HGB,139543358.16,5987.24,Perumahan,Buruk,rendah,90646
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,Lainnya,15306960.0,2162.0,Industri,Buruk,rendah,71605
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,Lainnya,65643750.0,2334.0,Komersial,Baik,rendah,123961
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,HGB,14669760.0,2072.0,Perumahan,Baik,rendah,188693
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,Lainnya,124239250.0,11922.0,Komersial,Baik,rendah,123961
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,Lainnya,225000000.0,8000.0,Komersial,Baik,rendah,144650
"Jl. Simokerto No. 12, Surabaya",Simokerto,4513203.0,HGB,184620231.44,15434.46,Komersial,Baik,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5339655.76,Lainnya,205332879.46,15402.94,Perumahan,Buruk,rendah,75315
"Jl. Jambangan No. 6, Surabaya",Jambangan,5444327.44,HGB,67312938.16,5622.74,Perumahan,Baik,rendah,50470
"Jl. Jambangan No. 6, Surabaya",Jambangan,5192443.2,HGB,38388042.66,2933.14,Industri,Baik,rendah,50470
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5838115.72,SHM,223290669.72,14714.52,Komersial,Buruk,rendah,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,4953600.0,960.0,Komersial,Buruk,rendah,63778
"Jl. Krembangan No. 8, Surabaya",Krembangan,6591855.82,HGB,263002043.06,16308.46,Industri,Baik,tinggi,109027
"Jl. Gayungan No. 5, Surabaya",Gayungan,5872156.38,SHM,25426951.8,1701.68,Perumahan,Buruk,tinggi,41289
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4908797.98,Lainnya,142147732.06,13077.04,Industri,Baik,tinggi,45547
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7960118.42,Lainnya,62392230.82,2657.06,Perumahan,Baik,rendah,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,5762693.04,Lainnya,127350434.5,19647.84,Komersial,Baik,tinggi,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,7660283.16,SHM,255035419.78,13437.46,Komersial,Buruk,tinggi,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2855933.78,HGB,11620222.9,1619.92,Perumahan,Baik,rendah,86545
"Jl. Gayungan No. 5, Surabaya",Gayungan,6239283.54,SHM,209515552.48,12235.36,Komersial,Baik,rendah,41289
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5431736.54,HGB,48555237.5,3644.42,Perumahan,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,16627660.0,1786.0,Perumahan,Buruk,rendah,181325
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,124239250.0,16068.0,Komersial,Baik,rendah,92014
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,5776161.42,SHM,62855373.98,4000.18,Komersial,Buruk,rendah,61187
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,124239250.0,14980.0,Komersial,Buruk,tinggi,92014
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8189375.02,Lainnya,127881999.92,19741.12,Perumahan,Baik,tinggi,110557
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6404411.9,HGB,9013865.26,529.78,Komersial,Buruk,tinggi,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,SHM,179273360.0,19256.0,Perumahan,Buruk,rendah,181325
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,SHM,18562500.0,660.0,Industri,Buruk,rendah,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6988282.16,HGB,275729754.78,18387.52,Industri,Buruk,rendah,61187
"Jl. Simokerto No. 12, Surabaya",Simokerto,4841916.46,Lainnya,144960176.1,12331.74,Industri,Baik,tinggi,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5962372.9,Lainnya,215719551.24,15348.94,Perumahan,Buruk,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,2972747.42,SHM,102597525.9,13469.76,Komersial,Buruk,rendah,43764
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,8513030.82,HGB,131304452.76,18753.78,Perumahan,Baik,tinggi,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,5880240.22,SHM,199819523.34,13858.08,Komersial,Baik,rendah,41289
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,Lainnya,6439680.0,1248.0,Perumahan,Buruk,tinggi,63778
"Jl. Bubutan No. 2, Surabaya",Bubutan,7357268.8,Lainnya,3369110.88,163.9,Industri,Buruk,tinggi,90646
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,HGB,23049600.0,1960.0,Perumahan,Buruk,tinggi,214966
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,10635528.68,SHM,117015826.44,16334.16,Industri,Buruk,rendah,56707
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,6460320.0,1252.0,Perumahan,Buruk,tinggi,63778
"Jl. Gayungan No. 5, Surabaya",Gayungan,5979684.6,Lainnya,296106097.34,19759.38,Industri,Buruk,tinggi,41289
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,124239250.0,10504.0,Komersial,Baik,rendah,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,35675920.0,3832.0,Perumahan,Baik,tinggi,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,HGB,4248000.0,600.0,Perumahan,Buruk,rendah,188693
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,Lainnya,15930000.0,2250.0,Perumahan,Buruk,rendah,188693
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6354320.42,HGB,44309799.32,2762.32,Komersial,Buruk,tinggi,61187
"Jl. Jambangan No. 6, Surabaya",Jambangan,5183780.56,SHM,16406173.72,1282.64,Industri,Baik,tinggi,50470
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,6517000.0,700.0,Perumahan,Baik,rendah,181325
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,11611200.0,1640.0,Perumahan,Baik,tinggi,71605
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,11250000.0,400.0,Industri,Buruk,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5911968.48,Lainnya,200870839.56,14120.98,Perumahan,Buruk,tinggi,75315
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4786928.94,Lainnya,20618573.22,1659.72,Industri,Baik,tinggi,45547
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,260680000.0,28000.0,Komersial,Buruk,rendah,62482
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6345313.88,SHM,84475001.62,5130.36,Perumahan,Baik,tinggi,61187
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,104323800.0,3368.0,Komersial,Buruk,tinggi,52924
"Jl. Pakal No. 10, Surabaya",Pakal,2545407.88,SHM,48540572.92,8659.28,Industri,Buruk,rendah,59971
"Jl. Tandes No. 14, Surabaya",Tandes,4035142.92,Lainnya,78362182.2,8138.8,Perumahan,Buruk,tinggi,87511
"Jl. Bubutan No. 2, Surabaya",Bubutan,8218986.16,SHM,132618079.86,18694.7,Komersial,Buruk,tinggi,90646
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,125212000.0,3680.0,Komersial,Baik,rendah,92014
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,1651200.0,320.0,Industri,Buruk,rendah,69938
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,14896000.0,1600.0,Komersial,Buruk,rendah,62482
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,5664000.0,800.0,Komersial,Buruk,tinggi,71605
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,127737360.0,18042.0,Perumahan,Baik,tinggi,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2708331.22,SHM,189715176.54,26551.82,Industri,Buruk,rendah,86545
"Jl. Simokerto No. 12, Surabaya",Simokerto,5016929.1,SHM,141868743.72,11934.36,Komersial,Buruk,tinggi,86897
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,7986240.0,1128.0,Perumahan,Baik,rendah,71605
"Jl. Semampir No. 11, Surabaya",Semampir,3400019.66,SHM,73858677.36,8004.24,Perumahan,Baik,rendah,172669
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,11250000.0,HGB,101250000.0,3600.0,Komersial,Buruk,rendah,123961
"Jl. Jambangan No. 6, Surabaya",Jambangan,4746707.96,SHM,65184895.74,6092.52,Industri,Baik,tinggi,50470
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6130491.08,SHM,22910408.68,1460.94,Industri,Buruk,rendah,75315
"Jl. Krembangan No. 8, Surabaya",Krembangan,6962446.6,SHM,87741932.72,4354.42,Industri,Buruk,rendah,109027
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9757898.12,HGB,123880390.62,20295.64,Perumahan,Buruk,tinggi,56707
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,16143750.0,574.0,Industri,Baik,rendah,101259
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,HGB,4248000.0,600.0,Perumahan,Buruk,rendah,71605
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,HGB,31860000.0,4500.0,Perumahan,Baik,rendah,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,9496200.0,1020.0,Perumahan,Buruk,rendah,62482
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,Lainnya,124239250.0,12120.0,Komersial,Buruk,tinggi,52924
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,295425000.0,10504.0,Komersial,Buruk,tinggi,144650
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7756585.24,HGB,127168970.62,17200.66,Perumahan,Baik,tinggi,110557
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,Lainnya,5269460.0,566.0,Perumahan,Buruk,tinggi,181325
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6544021.88,HGB,41360543.84,2747.88,Komersial,Buruk,tinggi,61187
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,4163040.0,588.0,Perumahan,Baik,rendah,188693
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5186033.56,SHM,258291089.62,16342.92,Komersial,Baik,rendah,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,HGB,10513440.0,894.0,Perumahan,Buruk,rendah,123757
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7579719.9,SHM,164948506.74,8833.34,Perumahan,Buruk,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,SHM,8359200.0,1620.0,Komersial,Buruk,tinggi,63778
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,SHM,11610000.0,2250.0,Komersial,Baik,rendah,63778
"Jl. Pakal No. 10, Surabaya",Pakal,2246092.36,SHM,30848674.06,5700.22,Industri,Baik,rendah,59971
"Jl. Bubutan No. 2, Surabaya",Bubutan,8049283.08,SHM,33279256.98,1660.96,Komersial,Buruk,tinggi,90646
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5232744.54,Lainnya,166611005.22,11904.08,Industri,Baik,tinggi,45547
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,SHM,4200240.0,814.0,Industri,Buruk,rendah,63778
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,3039771.52,SHM,10622646.72,1583.14,Industri,Buruk,rendah,86545
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2864326.7,HGB,13792592.44,1943.44,Komersial,Buruk,rendah,86545
"Jl. Semampir No. 11, Surabaya",Semampir,3714276.74,Lainnya,159594422.66,17937.44,Perumahan,Baik,rendah,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9827451.5,HGB,292981770.3,10104.54,Komersial,Baik,tinggi,56707
"Jl. Jambangan No. 6, Surabaya",Jambangan,4791123.04,HGB,36579662.8,2980.84,Industri,Baik,rendah,50470
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,1176480.0,228.0,Komersial,Buruk,rendah,59256
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,SHM,2793000.0,300.0,Perumahan,Buruk,rendah,181325
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,35437500.0,1260.0,Komersial,Buruk,tinggi,144650
"Jl. Gayungan No. 5, Surabaya",Gayungan,5352520.96,Lainnya,113746213.68,20660.62,Komersial,Baik,tinggi,41289
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,2064000.0,HGB,2920560.0,566.0,Komersial,Buruk,tinggi,63778
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,124239250.0,13700.0,Komersial,Baik,rendah,92014
"Jl. Bubutan No. 2, Surabaya",Bubutan,7900580.4,Lainnya,270532328.32,14912.52,Perumahan,Buruk,rendah,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,3121707.66,SHM,67818469.66,9311.02,Perumahan,Baik,tinggi,86545
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9440813.62,SHM,127854359.22,12982.04,Komersial,Buruk,tinggi,56707
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6351410.52,HGB,220534151.2,13371.02,Perumahan,Baik,rendah,61187
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,SHM,164640000.0,14000.0,Perumahan,Baik,rendah,214966
"Jl. Gayungan No. 5, Surabaya",Gayungan,5753237.8,SHM,83896526.44,5497.94,Komersial,Buruk,rendah,41289
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,Lainnya,7485500.0,220.0,Komersial,Baik,rendah,92014
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,SHM,19912500.0,708.0,Industri,Buruk,rendah,101259
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,6258053.18,Lainnya,46457584.42,3010.0,Industri,Buruk,rendah,75315
"Jl. Semampir No. 11, Surabaya",Semampir,3450924.74,HGB,15715430.2,1932.02,Industri,Buruk,rendah,172669
"Jl. Gayungan No. 5, Surabaya",Gayungan,6188436.72,SHM,129058651.8,9684.56,Komersial,Buruk,tinggi,41289
"Jl. Krembangan No. 8, Surabaya",Krembangan,6914647.14,Lainnya,124439122.38,16551.58,Industri,Buruk,tinggi,109027
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,3724000.0,SHM,10129280.0,1088.0,Perumahan,Buruk,tinggi,181325
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,27668640.0,3908.0,Perumahan,Baik,rendah,188693
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6250348.44,SHM,54911706.66,2964.54,Komersial,Baik,rendah,61187
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,37649640.0,4044.0,Perumahan,Buruk,rendah,62482
"Jl. Tandes No. 14, Surabaya",Tandes,3980415.46,HGB,192311343.42,16645.6,Komersial,Buruk,rendah,87511
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2981801.36,HGB,10878706.0,1543.32,Perumahan,Baik,rendah,86545
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,HGB,124239250.0,15542.0,Komersial,Baik,tinggi,52924
"Jl. Krembangan No. 8, Surabaya",Krembangan,7189486.16,SHM,145914571.36,8040.64,Industri,Baik,tinggi,109027
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,39607680.0,3368.0,Perumahan,Baik,tinggi,123757
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,3681168.7,Lainnya,70747742.28,8121.02,Industri,Baik,tinggi,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,5897617.0,Lainnya,96509122.44,7066.24,Komersial,Buruk,rendah,41289
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,SHM,252040320.0,21432.0,Perumahan,Buruk,rendah,123757
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,5877979.54,Lainnya,127215716.62,18848.38,Komersial,Baik,rendah,61187
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,4628867.68,HGB,180722338.38,15415.34,Industri,Baik,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,HGB,105975000.0,3768.0,Industri,Buruk,rendah,101259
"Jl. Pakal No. 10, Surabaya",Pakal,2394037.78,Lainnya,81791210.56,14942.84,Industri,Buruk,tinggi,59971
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,2064000.0,SHM,44210880.0,8568.0,Industri,Buruk,tinggi,69938
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,SHM,116841850.0,3434.0,Komersial,Buruk,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,4644000.0,900.0,Komersial,Buruk,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,35043750.0,1246.0,Komersial,Buruk,rendah,144650
"Jl. Jambangan No. 6, Surabaya",Jambangan,4316152.42,SHM,174018223.88,14814.12,Perumahan,Buruk,rendah,50470
"Jl. Semampir No. 11, Surabaya",Semampir,3358156.44,HGB,17438243.66,1792.14,Industri,Buruk,rendah,172669
"Jl. Simokerto No. 12, Surabaya",Simokerto,5166957.42,HGB,109804907.66,7838.74,Industri,Buruk,rendah,86897
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9270176.02,Lainnya,98222003.76,4011.88,Komersial,Buruk,tinggi,56707
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,114773680.0,12328.0,Perumahan,Buruk,rendah,62482
"Jl. Semampir No. 11, Surabaya",Semampir,3741398.94,SHM,114849578.06,12950.12,Industri,Buruk,tinggi,172669
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,SHM,9310000.0,1000.0,Industri,Buruk,rendah,62482
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9808895.74,SHM,210765754.3,8166.82,Perumahan,Baik,rendah,56707
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5244589.74,Lainnya,159953299.16,11070.84,Industri,Baik,tinggi,45547
"Jl. Gayungan No. 5, Surabaya",Gayungan,6397968.86,Lainnya,105403893.6,7133.1,Komersial,Buruk,rendah,41289
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5683047.08,HGB,273791590.24,19362.38,Perumahan,Buruk,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,5942335.32,SHM,88981401.08,6241.22,Komersial,Buruk,rendah,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,8322742.04,Lainnya,106895066.26,5696.3,Komersial,Baik,tinggi,90646
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,35662500.0,1268.0,Komersial,Baik,tinggi,144650
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6074558.46,Lainnya,101360621.92,5975.58,Komersial,Baik,tinggi,61187
"Jl. Bubutan No. 2, Surabaya",Bubutan,8430537.8,Lainnya,3339087.26,157.58,Industri,Buruk,tinggi,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2733435.24,Lainnya,7413868.52,1069.34,Komersial,Baik,rendah,86545
"Jl. Bubutan No. 2, Surabaya",Bubutan,7707394.4,Lainnya,96723284.52,5180.86,Komersial,Baik,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,HGB,90660780.0,9738.0,Perumahan,Buruk,rendah,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,2832000.0,SHM,28320000.0,4000.0,Perumahan,Baik,rendah,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2815545.02,SHM,114533061.36,71435.5,Industri,Buruk,tinggi,86545
"Jl. Gayungan No. 5, Surabaya",Gayungan,6170447.74,SHM,27731619.98,1777.78,Perumahan,Buruk,tinggi,41289
"Jl. Jambangan No. 6, Surabaya",Jambangan,4839584.18,SHM,15766238.84,1303.88,Industri,Baik,tinggi,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,7993665.14,HGB,151577789.84,7734.24,Perumahan,Baik,tinggi,110557
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,5465084.08,HGB,176132134.68,14303.82,Industri,Buruk,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,11250000.0,Lainnya,29531250.0,1050.0,Industri,Buruk,tinggi,101259
"Jl. Pakal No. 10, Surabaya",Pakal,2412251.5,Lainnya,110963710.4,18113.8,Industri,Buruk,rendah,59971
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,2760890.66,HGB,20350296.3,2956.16,Industri,Baik,rendah,86545
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,SHM,16762500.0,596.0,Komersial,Buruk,rendah,144650
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,2064000.0,Lainnya,980400.0,190.0,Perumahan,Baik,rendah,59256
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,5814232.56,Lainnya,43803475.7,2971.42,Industri,Buruk,rendah,75315
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,11250000.0,HGB,59231250.0,2106.0,Komersial,Baik,rendah,144650
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,76556250.0,2250.0,Komersial,Buruk,rendah,92014
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,9631778.6,Lainnya,126599753.5,15110.12,Industri,Baik,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,13610000.0,HGB,27220000.0,800.0,Komersial,Buruk,rendah,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,3724000.0,Lainnya,28674800.0,3080.0,Perumahan,Baik,tinggi,62482
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,4704000.0,Lainnya,124239250.0,40000.0,Perumahan,Baik,tinggi,123757
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,6855627.62,HGB,36839682.0,2467.84,Perumahan,Baik,tinggi,61187
"Jl. Pakal No. 10, Surabaya",Pakal,2513764.08,SHM,41595456.36,6251.24,Industri,Buruk,tinggi,59971
"Jl. Simokerto No. 12, Surabaya",Simokerto,5251073.38,HGB,100741976.18,7825.52,Industri,Baik,tinggi,86897
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,2832000.0,SHM,81660720.0,11534.0,Perumahan,Baik,rendah,71605
"Jl. Simokerto No. 12, Surabaya",Simokerto,5000302.08,SHM,5534419.94,455.24,Industri,Baik,tinggi,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,5833829.0,HGB,46639465.52,3099.94,Komersial,Baik,tinggi,75315
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,4704000.0,Lainnya,124239250.0,45600.0,Perumahan,Baik,rendah,214966
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,12390000.0,SHM,150476550.0,4858.0,Komersial,Buruk,tinggi,52924
