Alamat,Kecamatan,Njop (Rp/M²),Sertifikat,Sewa Per Bulan (Rp),Luas Tanah (M²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Kepadatan_Penduduk
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1719910.56,SHM,37826343.56,4580.4,Industri,Buruk,rendah,75315
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1742754.07,HGB,12544016.94,1340.16,Industri,Baik,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,1449398.27,SHM,52898954.35,7400.15,Komersial,Buruk,rendah,43764
"Jl. Jambangan No. 6, Surabaya",Jambangan,2319817.12,SHM,36983562.2,3070.46,Industri,Baik,tinggi,50470
"Jl. Simokerto No. 12, Surabaya",Simokerto,2469359.12,SHM,38023981.96,3460.28,Industri,Buruk,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2918629.86,SHM,86729711.95,6037.76,Industri,Baik,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,3185285.07,Lainnya,143201611.87,9105.85,Industri,Buruk,tinggi,41289
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3050682.36,Lainnya,96837526.34,6851.45,Industri,Baik,rendah,75315
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,Lainnya,12863880.0,2493.0,Industri,Buruk,rendah,69938
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,2944085.84,HGB,133802914.63,8794.93,Industri,Buruk,tinggi,61187
"Jl. Krembangan No. 8, Surabaya",Krembangan,3313501.0,HGB,33815264.22,1931.23,Industri,Baik,rendah,109027
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2397285.05,HGB,86484746.46,7849.23,Industri,Baik,rendah,45547
"Jl. Bubutan No. 2, Surabaya",Bubutan,3914288.65,HGB,69771679.08,2993.62,Perumahan,Buruk,rendah,90646
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,Lainnya,7653480.0,1081.0,Industri,Buruk,rendah,71605
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,Lainnya,32821875.0,1167.0,Komersial,Baik,rendah,123961
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,HGB,7334880.0,1036.0,Perumahan,Baik,rendah,188693
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,Lainnya,62119625.0,5961.0,Komersial,Baik,rendah,123961
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,Lainnya,112500000.0,4000.0,Komersial,Baik,rendah,144650
"Jl. Simokerto No. 12, Surabaya",Simokerto,2256601.5,HGB,92310115.72,7717.23,Komersial,Baik,rendah,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2669827.88,Lainnya,102666439.73,7701.47,Perumahan,Buruk,rendah,75315
"Jl. Jambangan No. 6, Surabaya",Jambangan,2722163.72,HGB,33656469.08,2811.37,Perumahan,Baik,rendah,50470
"Jl. Jambangan No. 6, Surabaya",Jambangan,2596221.6,HGB,19194021.33,1466.57,Industri,Baik,rendah,50470
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2919057.86,SHM,111645334.86,7357.26,Komersial,Buruk,rendah,75315
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,2476800.0,480.0,Komersial,Buruk,rendah,63778
"Jl. Krembangan No. 8, Surabaya",Krembangan,3295927.91,HGB,131501021.53,8154.23,Industri,Baik,tinggi,109027
"Jl. Gayungan No. 5, Surabaya",Gayungan,2936078.19,SHM,12713475.9,850.84,Perumahan,Buruk,tinggi,41289
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2454398.99,Lainnya,71073866.03,6538.52,Industri,Baik,tinggi,45547
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3980059.21,Lainnya,31196115.41,1328.53,Perumahan,Baik,rendah,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,2881346.52,Lainnya,63675217.25,9823.92,Komersial,Baik,tinggi,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,3830141.58,SHM,127517709.89,6718.73,Komersial,Buruk,tinggi,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1427966.89,HGB,5810111.45,809.96,Perumahan,Baik,rendah,86545
"Jl. Gayungan No. 5, Surabaya",Gayungan,3119641.77,SHM,104757776.24,6117.68,Komersial,Baik,rendah,41289
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2715868.27,HGB,24277618.75,1822.21,Perumahan,Baik,rendah,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,8313830.0,893.0,Perumahan,Buruk,rendah,181325
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,62119625.0,8034.0,Komersial,Baik,rendah,92014
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,2888080.71,SHM,31427686.99,2000.09,Komersial,Buruk,rendah,61187
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,62119625.0,7490.0,Komersial,Buruk,tinggi,92014
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4094687.51,Lainnya,63940999.96,9870.56,Perumahan,Baik,tinggi,110557
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3202205.95,HGB,4506932.63,264.89,Komersial,Buruk,tinggi,75315
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,SHM,89636680.0,9628.0,Perumahan,Buruk,rendah,181325
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,SHM,9281250.0,330.0,Industri,Buruk,rendah,101259
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3494141.08,HGB,137864877.39,9193.76,Industri,Buruk,rendah,61187
"Jl. Simokerto No. 12, Surabaya",Simokerto,2420958.23,Lainnya,72480088.05,6165.87,Industri,Baik,tinggi,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2981186.45,Lainnya,107859775.62,7674.47,Perumahan,Buruk,rendah,75315
"Jl. Bulak No. 3, Surabaya",Bulak,1486373.71,SHM,51298762.95,6734.88,Komersial,Buruk,rendah,43764
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,4256515.41,HGB,65652226.38,9376.89,Perumahan,Baik,tinggi,110557
"Jl. Gayungan No. 5, Surabaya",Gayungan,2940120.11,SHM,99909761.67,6929.04,Komersial,Baik,rendah,41289
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,Lainnya,3219840.0,624.0,Perumahan,Buruk,tinggi,63778
"Jl. Bubutan No. 2, Surabaya",Bubutan,3678634.4,Lainnya,1684555.44,81.95,Industri,Buruk,tinggi,90646
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,HGB,11524800.0,980.0,Perumahan,Buruk,tinggi,214966
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,5317764.34,SHM,58507913.22,8167.08,Industri,Buruk,rendah,56707
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,3230160.0,626.0,Perumahan,Buruk,tinggi,63778
"Jl. Gayungan No. 5, Surabaya",Gayungan,2989842.3,Lainnya,148053048.67,9879.69,Industri,Buruk,tinggi,41289
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,62119625.0,5252.0,Komersial,Baik,rendah,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,17837960.0,1916.0,Perumahan,Baik,tinggi,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,HGB,2124000.0,300.0,Perumahan,Buruk,rendah,188693
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,Lainnya,7965000.0,1125.0,Perumahan,Buruk,rendah,188693
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3177160.21,HGB,22154899.66,1381.16,Komersial,Buruk,tinggi,61187
"Jl. Jambangan No. 6, Surabaya",Jambangan,2591890.28,SHM,8203086.86,641.32,Industri,Baik,tinggi,50470
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,3258500.0,350.0,Perumahan,Baik,rendah,181325
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,5805600.0,820.0,Perumahan,Baik,tinggi,71605
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,5625000.0,200.0,Industri,Buruk,rendah,101259
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2955984.24,Lainnya,100435419.78,7060.49,Perumahan,Buruk,tinggi,75315
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2393464.47,Lainnya,10309286.61,829.86,Industri,Baik,tinggi,45547
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,130340000.0,14000.0,Komersial,Buruk,rendah,62482
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3172656.94,SHM,42237500.81,2565.18,Perumahan,Baik,tinggi,61187
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,52161900.0,1684.0,Komersial,Buruk,tinggi,52924
"Jl. Pakal No. 10, Surabaya",Pakal,1272703.94,SHM,24270286.46,4329.64,Industri,Buruk,rendah,59971
"Jl. Tandes No. 14, Surabaya",Tandes,2017571.46,Lainnya,39181091.1,4069.4,Perumahan,Buruk,tinggi,87511
"Jl. Bubutan No. 2, Surabaya",Bubutan,4109493.08,SHM,66309039.93,9347.35,Komersial,Buruk,tinggi,90646
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,62606000.0,1840.0,Komersial,Baik,rendah,92014
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,825600.0,160.0,Industri,Buruk,rendah,69938
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,7448000.0,800.0,Komersial,Buruk,rendah,62482
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,2832000.0,400.0,Komersial,Buruk,tinggi,71605
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,63868680.0,9021.0,Perumahan,Baik,tinggi,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1354165.61,SHM,94857588.27,13275.91,Industri,Buruk,rendah,86545
"Jl. Simokerto No. 12, Surabaya",Simokerto,2508464.55,SHM,70934371.86,5967.18,Komersial,Buruk,tinggi,86897
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,3993120.0,564.0,Perumahan,Baik,rendah,71605
"Jl. Semampir No. 11, Surabaya",Semampir,1700009.83,SHM,36929338.68,4002.12,Perumahan,Baik,rendah,172669
"Jl. Raya Gubeng No. 60, Surabaya",Gubeng,5625000.0,HGB,50625000.0,1800.0,Komersial,Buruk,rendah,123961
"Jl. Jambangan No. 6, Surabaya",Jambangan,2373353.98,SHM,32592447.87,3046.26,Industri,Baik,tinggi,50470
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3065245.54,SHM,11455204.34,730.47,Industri,Buruk,rendah,75315
"Jl. Krembangan No. 8, Surabaya",Krembangan,3481223.3,SHM,43870966.36,2177.21,Industri,Buruk,rendah,109027
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4878949.06,HGB,61940195.31,10147.82,Perumahan,Buruk,tinggi,56707
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,8071875.0,287.0,Industri,Baik,rendah,101259
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,HGB,2124000.0,300.0,Perumahan,Buruk,rendah,71605
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,HGB,15930000.0,2250.0,Perumahan,Baik,rendah,188693
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,4748100.0,510.0,Perumahan,Buruk,rendah,62482
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,Lainnya,62119625.0,6060.0,Komersial,Buruk,tinggi,52924
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,147712500.0,5252.0,Komersial,Buruk,tinggi,144650
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3878292.62,HGB,63584485.31,8600.33,Perumahan,Baik,tinggi,110557
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,Lainnya,2634730.0,283.0,Perumahan,Buruk,tinggi,181325
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3272010.94,HGB,20680271.92,1373.94,Komersial,Buruk,tinggi,61187
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,2081520.0,294.0,Perumahan,Baik,rendah,188693
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2593016.78,SHM,129145544.81,8171.46,Komersial,Baik,rendah,75315
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,HGB,5256720.0,447.0,Perumahan,Buruk,rendah,123757
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3789859.95,SHM,82474253.37,4416.67,Perumahan,Buruk,rendah,110557
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,SHM,4179600.0,810.0,Komersial,Buruk,tinggi,63778
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,SHM,5805000.0,1125.0,Komersial,Baik,rendah,63778
"Jl. Pakal No. 10, Surabaya",Pakal,1123046.18,SHM,15424337.03,2850.11,Industri,Baik,rendah,59971
"Jl. Bubutan No. 2, Surabaya",Bubutan,4024641.54,SHM,16639628.49,830.48,Komersial,Buruk,tinggi,90646
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2616372.27,Lainnya,83305502.61,5952.04,Industri,Baik,tinggi,45547
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,SHM,2100120.0,407.0,Industri,Buruk,rendah,63778
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1519885.76,SHM,5311323.36,791.57,Industri,Buruk,rendah,86545
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1432163.35,HGB,6896296.22,971.72,Komersial,Buruk,rendah,86545
"Jl. Semampir No. 11, Surabaya",Semampir,1857138.37,Lainnya,79797211.33,8968.72,Perumahan,Baik,rendah,172669
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4913725.75,HGB,146490885.15,5052.27,Komersial,Baik,tinggi,56707
"Jl. Jambangan No. 6, Surabaya",Jambangan,2395561.52,HGB,18289831.4,1490.42,Industri,Baik,rendah,50470
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,588240.0,114.0,Komersial,Buruk,rendah,59256
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,SHM,1396500.0,150.0,Perumahan,Buruk,rendah,181325
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,17718750.0,630.0,Komersial,Buruk,tinggi,144650
"Jl. Gayungan No. 5, Surabaya",Gayungan,2676260.48,Lainnya,56873106.84,10330.31,Komersial,Baik,tinggi,41289
"Jl. Raya Lontar No. 88, Sambikerep, Surabaya",Sambikerep,1032000.0,HGB,1460280.0,283.0,Komersial,Buruk,tinggi,63778
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,62119625.0,6850.0,Komersial,Baik,rendah,92014
"Jl. Bubutan No. 2, Surabaya",Bubutan,3950290.2,Lainnya,135266164.16,7456.26,Perumahan,Buruk,rendah,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1560853.83,SHM,33909234.83,4655.51,Perumahan,Baik,tinggi,86545
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4720406.81,SHM,63927179.61,6491.02,Komersial,Buruk,tinggi,56707
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3175705.26,HGB,110267075.6,6685.51,Perumahan,Baik,rendah,61187
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,SHM,82320000.0,7000.0,Perumahan,Baik,rendah,214966
"Jl. Gayungan No. 5, Surabaya",Gayungan,2876618.9,SHM,41948263.22,2748.97,Komersial,Buruk,rendah,41289
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,Lainnya,3742750.0,110.0,Komersial,Baik,rendah,92014
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,SHM,9956250.0,354.0,Industri,Buruk,rendah,101259
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,3129026.59,Lainnya,23228792.21,1505.0,Industri,Buruk,rendah,75315
"Jl. Semampir No. 11, Surabaya",Semampir,1725462.37,HGB,7857715.1,966.01,Industri,Buruk,rendah,172669
"Jl. Gayungan No. 5, Surabaya",Gayungan,3094218.36,SHM,64529325.9,4842.28,Komersial,Buruk,tinggi,41289
"Jl. Krembangan No. 8, Surabaya",Krembangan,3457323.57,Lainnya,62219561.19,8275.79,Industri,Buruk,tinggi,109027
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,SHM,5064640.0,544.0,Perumahan,Buruk,tinggi,181325
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,13834320.0,1954.0,Perumahan,Baik,rendah,188693
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3125174.22,SHM,27455853.33,1482.27,Komersial,Baik,rendah,61187
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,18824820.0,2022.0,Perumahan,Buruk,rendah,62482
"Jl. Tandes No. 14, Surabaya",Tandes,1990207.73,HGB,96155671.71,8322.8,Komersial,Buruk,rendah,87511
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1490900.68,HGB,5439353.0,771.66,Perumahan,Baik,rendah,86545
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,HGB,62119625.0,7771.0,Komersial,Baik,tinggi,52924
"Jl. Krembangan No. 8, Surabaya",Krembangan,3594743.08,SHM,72957285.68,4020.32,Industri,Baik,tinggi,109027
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,19803840.0,1684.0,Perumahan,Baik,tinggi,123757
"Jl. Karang Pilang No. 7, Surabaya",Karang Pilang,1840584.35,Lainnya,35373871.14,4060.51,Industri,Baik,tinggi,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,2948808.5,Lainnya,48254561.22,3533.12,Komersial,Buruk,rendah,41289
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,SHM,126020160.0,10716.0,Perumahan,Buruk,rendah,123757
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,2938989.77,Lainnya,63607858.31,9424.19,Komersial,Baik,rendah,61187
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2314433.84,HGB,90361169.19,7707.67,Industri,Baik,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,HGB,52987500.0,1884.0,Industri,Buruk,rendah,101259
"Jl. Pakal No. 10, Surabaya",Pakal,1197018.89,Lainnya,40895605.28,7471.42,Industri,Buruk,tinggi,59971
"Jl. Raya Sememi No. 15, Benowo, Surabaya",Benowo,1032000.0,SHM,22105440.0,4284.0,Industri,Buruk,tinggi,69938
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,SHM,58420925.0,1717.0,Komersial,Buruk,tinggi,92014
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,2322000.0,450.0,Komersial,Buruk,rendah,59256
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,17521875.0,623.0,Komersial,Buruk,rendah,144650
"Jl. Jambangan No. 6, Surabaya",Jambangan,2158076.21,SHM,87009111.94,7407.06,Perumahan,Buruk,rendah,50470
"Jl. Semampir No. 11, Surabaya",Semampir,1679078.22,HGB,8719121.83,896.07,Industri,Buruk,rendah,172669
"Jl. Simokerto No. 12, Surabaya",Simokerto,2583478.71,HGB,54902453.83,3919.37,Industri,Buruk,rendah,86897
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4635088.01,Lainnya,49111001.88,2005.94,Komersial,Buruk,tinggi,56707
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,57386840.0,6164.0,Perumahan,Buruk,rendah,62482
"Jl. Semampir No. 11, Surabaya",Semampir,1870699.47,SHM,57424789.03,6475.06,Industri,Buruk,tinggi,172669
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,SHM,4655000.0,500.0,Industri,Buruk,rendah,62482
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4904447.87,SHM,105382877.15,4083.41,Perumahan,Baik,rendah,56707
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2622294.87,Lainnya,79976649.58,5535.42,Industri,Baik,tinggi,45547
"Jl. Gayungan No. 5, Surabaya",Gayungan,3198984.43,Lainnya,52701946.8,3566.55,Komersial,Buruk,rendah,41289
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2841523.54,HGB,136895795.12,9681.19,Perumahan,Buruk,rendah,75315
"Jl. Gayungan No. 5, Surabaya",Gayungan,2971167.66,SHM,44490700.54,3120.61,Komersial,Buruk,rendah,41289
"Jl. Bubutan No. 2, Surabaya",Bubutan,4161371.02,Lainnya,53447533.13,2848.15,Komersial,Baik,tinggi,90646
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,17831250.0,634.0,Komersial,Baik,tinggi,144650
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3037279.23,Lainnya,50680310.96,2987.79,Komersial,Baik,tinggi,61187
"Jl. Bubutan No. 2, Surabaya",Bubutan,4215268.9,Lainnya,1669543.63,78.79,Industri,Buruk,tinggi,90646
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1366717.62,Lainnya,3706934.26,534.67,Komersial,Baik,rendah,86545
"Jl. Bubutan No. 2, Surabaya",Bubutan,3853697.2,Lainnya,48361642.26,2590.43,Komersial,Baik,tinggi,90646
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,HGB,45330390.0,4869.0,Perumahan,Buruk,rendah,62482
"Jl. Petemon No. 77, Sawahan, Surabaya",Sawahan,1416000.0,SHM,14160000.0,2000.0,Perumahan,Baik,rendah,188693
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1407772.51,SHM,57266530.68,35717.75,Industri,Buruk,tinggi,86545
"Jl. Gayungan No. 5, Surabaya",Gayungan,3085223.87,SHM,13865809.99,888.89,Perumahan,Buruk,tinggi,41289
"Jl. Jambangan No. 6, Surabaya",Jambangan,2419792.09,SHM,7883119.42,651.94,Industri,Baik,tinggi,50470
"Jl. Sukolilo No. 13, Surabaya",Sukolilo,3996832.57,HGB,75788894.92,3867.12,Perumahan,Baik,tinggi,110557
"Jl. Asemrowo No. 1, Surabaya",Asemrowo,2732542.04,HGB,88066067.34,7151.91,Industri,Buruk,rendah,45547
"Jl. HR Muhammad No. 80, Sukomanunggal, Surabaya",Sukomanunggal,5625000.0,Lainnya,14765625.0,525.0,Industri,Buruk,tinggi,101259
"Jl. Pakal No. 10, Surabaya",Pakal,1206125.75,Lainnya,55481855.2,9056.9,Industri,Buruk,rendah,59971
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1380445.33,HGB,10175148.15,1478.08,Industri,Baik,rendah,86545
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,SHM,8381250.0,298.0,Komersial,Buruk,rendah,144650
"Jl. Raya Lakarsantri No. 10, Surabaya",Lakarsantri,1032000.0,Lainnya,490200.0,95.0,Perumahan,Baik,rendah,59256
"Jl. Pabean Cantikan No. 9, Surabaya",Pabean Cantikan,2907116.28,Lainnya,21901737.85,1485.71,Industri,Buruk,rendah,75315
"Jl. Wonokromo No. 22, Wonokromo, Surabaya",Wonokromo,5625000.0,HGB,29615625.0,1053.0,Komersial,Baik,rendah,144650
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,38278125.0,1125.0,Komersial,Buruk,rendah,92014
"Jl. Dukuh Pakis No. 4, Surabaya",Dukuh Pakis,4815889.3,Lainnya,63299876.75,7555.06,Industri,Baik,tinggi,56707
"Jl. Kedungdoro No. 1, Surabaya",Tegalsari,6805000.0,HGB,13610000.0,400.0,Komersial,Buruk,rendah,92014
"Jl. Gunung Anyar Jaya No. 12, Gunung Anyar, Surabaya",Gunung Anyar,1862000.0,Lainnya,14337400.0,1540.0,Perumahan,Baik,tinggi,62482
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,62119625.0,20000.0,Perumahan,Baik,tinggi,123757
"Jl. Tenggilis Mejoyo No. 15, Surabaya",Tenggilis Mejoyo,3427813.81,HGB,18419841.0,1233.92,Perumahan,Baik,tinggi,61187
"Jl. Pakal No. 10, Surabaya",Pakal,1256882.04,SHM,20797728.18,3125.62,Industri,Buruk,tinggi,59971
"Jl. Simokerto No. 12, Surabaya",Simokerto,2625536.69,HGB,50370988.09,3912.76,Industri,Baik,tinggi,86897
"Jl. Wiyung Kencana No. 21, Wiyung, Surabaya",Wiyung,1416000.0,SHM,40830360.0,5767.0,Perumahan,Baik,rendah,71605
"Jl. Simokerto No. 12, Surabaya",Simokerto,2500151.04,SHM,2767209.97,227.62,Industri,Baik,tinggi,86897
"Jl. Wonocolo No. 16, Surabaya",Wonocolo,2916914.5,HGB,23319732.76,1549.97,Komersial,Baik,tinggi,75315
"Jl. Tambaksari No. 5, Tambaksari, Surabaya",Tambaksari,2352000.0,Lainnya,62119625.0,22800.0,Perumahan,Baik,rendah,214966
"Jl. Tunjungan No. 1, Genteng, Surabaya",Genteng,6195000.0,SHM,75238275.0,2429.0,Komersial,Buruk,tinggi,52924
"Jl. Krembangan No. 8, Surabaya",Krembangan,3130416.06,SHM,39706959.7,2067.11,Industri,Buruk,rendah,109027
"Jl. Mulyorejo Indah No. 33, Mulyorejo, Surabaya",Mulyorejo,1664231.7,SHM,116253505.01,17076.68,Komersial,Buruk,rendah,86545
"Jl. Raya Rungkut No. 88, Rungkut, Surabaya",Rungkut,2352000.0,Lainnya,25872000.0,2200.0,Perumahan,Baik,rendah,123757
"Jl. Kenjeran No. 45, Kenjeran, Surabaya",Kenjeran,1862000.0,SHM,60515000.0,6500.0,Perumahan,Buruk,rendah,181325
