Kecamatan,Luas Tanah (m²),Luas Bangunan (m²),Jumlah Lantai,Kondisi Properti,Kondisi Perabotan,Sertifikat,Daya Listrik (watt),Hook,NJOP (Rp/m²),Jenis Zona,Aksesibilitas,Tingkat Keamanan,Usia Bangunan (tahun),Nilai Jual Bangunan (Rp)
Tegalsari,332,353,2,Bagus,Unfurnished,AJB,2200,Tidak,243458,Perumahan,Dekat Pusat Kota,5,19,85940674
Tegalsari,377,326,2,Bagus,Unfurnished,SHM,4400,Tidak,230102,Perumahan,Dekat Jalan Raya,5,15,75013252
Tegalsari,491,205,3,Bagus,Furnished,AJB,4400,Ya,258054,Campuran,Dekat Jalan Raya,5,17,52901070
Tegalsari,544,107,1,Butuh Renovasi,Semi-Furnished,HGB,2200,Ya,233505,Perumahan,Dekat Sekolah,4,9,24985035
Tegalsari,406,477,3,Baru,Unfurnished,AJB,6600,Tidak,253724,Komersial,Dekat Pusat Kota,5,27,121026348
Tegalsari,433,279,1,Baru,Furnished,AJB,2200,Tidak,227690,Campuran,Dekat Sekolah,5,22,63525510
Tegalsari,211,55,2,Baru,Semi-Furnished,AJB,1300,Tidak,236029,Komersial,Dekat Pusat Kota,4,7,12981595
Tegalsari,325,306,3,Bagus,Unfurnished,SHM,2200,Tidak,261387,Perumahan,Dekat Sekolah,4,17,79984422
Tegalsari,597,137,1,Baru,Semi-Furnished,HGB,1300,Tidak,219053,Komersial,Dekat Jalan Raya,4,20,30010261
Tegalsari,94,164,1,Baru,Semi-Furnished,AJB,2200,Tidak,230144,Perumahan,Dekat Jalan Raya,5,0,37743616
Tegalsari,362,201,3,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,226502,Komersial,Dekat Jalan Raya,4,22,45526902
Tegalsari,229,282,1,Butuh Renovasi,Semi-Furnished,SHM,4400,Ya,271980,Komersial,Dekat Pusat Kota,5,7,76698360
Tegalsari,495,39,1,Baru,Semi-Furnished,HGB,900,Ya,230737,Komersial,Dekat Jalan Raya,4,28,8998743
Tegalsari,168,203,1,Bagus,Unfurnished,SHM,4400,Ya,220343,Komersial,Dekat Sekolah,5,5,44729629
Tegalsari,208,197,3,Butuh Renovasi,Furnished,AJB,2200,Ya,241190,Perumahan,Dekat Jalan Raya,5,4,47514430
Tegalsari,96,122,2,Butuh Renovasi,Furnished,AJB,2200,Tidak,227503,Perumahan,Dekat Pusat Kota,4,14,27755366
Tegalsari,462,414,2,Bagus,Furnished,SHM,4400,Ya,238763,Komersial,Dekat Pusat Kota,4,21,98847882
Tegalsari,337,120,3,Bagus,Semi-Furnished,HGB,2200,Tidak,249552,Komersial,Dekat Pusat Kota,4,14,29946240
Tegalsari,309,146,2,Butuh Renovasi,Furnished,AJB,2200,Ya,246085,Komersial,Dekat Pusat Kota,5,1,35928410
Tegalsari,278,148,1,Baru,Furnished,SHM,2200,Ya,216930,Campuran,Dekat Sekolah,5,0,32105640
Tegalsari,179,191,2,Baru,Furnished,AJB,2200,Tidak,264561,Perumahan,Dekat Jalan Raya,5,22,50531151
Tegalsari,72,59,1,Bagus,Unfurnished,HGB,1300,Ya,219490,Campuran,Dekat Jalan Raya,4,22,12949910
Tegalsari,522,339,3,Bagus,Semi-Furnished,SHM,4400,Ya,253291,Campuran,Dekat Jalan Raya,5,25,85865649
Tegalsari,176,46,3,Bagus,Semi-Furnished,HGB,900,Ya,244757,Campuran,Dekat Sekolah,4,10,11258822
Tegalsari,533,39,2,Baru,Unfurnished,SHM,900,Tidak,247455,Perumahan,Dekat Jalan Raya,3,9,9650745
Tegalsari,199,126,2,Baru,Semi-Furnished,SHM,1300,Ya,242964,Campuran,Dekat Jalan Raya,5,29,30613464
Tegalsari,504,273,3,Bagus,Furnished,HGB,2200,Ya,258833,Perumahan,Dekat Pusat Kota,4,17,70661409
Tenggilis Mejoyo,513,40,1,Baru,Semi-Furnished,HGB,1300,Tidak,206795,Campuran,Dekat Sekolah,3,17,8271800
Tenggilis Mejoyo,532,135,3,Bagus,Semi-Furnished,SHM,2200,Tidak,192000,Perumahan,Dekat Pusat Kota,4,16,25920000
Tenggilis Mejoyo,194,50,3,Baru,Semi-Furnished,SHM,900,Ya,175976,Campuran,Dekat Jalan Raya,3,25,8798800
Tenggilis Mejoyo,285,204,1,Bagus,Semi-Furnished,SHM,3500,Ya,205543,Campuran,Dekat Pusat Kota,5,7,41930772
Tenggilis Mejoyo,271,233,2,Baru,Semi-Furnished,AJB,4400,Tidak,218932,Campuran,Dekat Sekolah,5,14,51011156
Tenggilis Mejoyo,454,466,1,Baru,Furnished,HGB,5500,Ya,218478,Perumahan,Dekat Sekolah,5,7,101810748
Tenggilis Mejoyo,557,314,2,Baru,Furnished,AJB,4400,Tidak,197642,Perumahan,Dekat Sekolah,5,16,62059588
Tenggilis Mejoyo,451,127,2,Baru,Semi-Furnished,AJB,1300,Ya,192154,Perumahan,Dekat Jalan Raya,4,11,24403558
Tenggilis Mejoyo,293,134,2,Bagus,Furnished,HGB,2200,Tidak,191060,Komersial,Dekat Jalan Raya,5,26,25602040
Tenggilis Mejoyo,222,268,3,Butuh Renovasi,Semi-Furnished,AJB,4400,Ya,212110,Komersial,Dekat Pusat Kota,5,7,56845480
Tenggilis Mejoyo,446,160,2,Baru,Furnished,SHM,2200,Ya,189099,Perumahan,Dekat Sekolah,5,24,30255840
Tenggilis Mejoyo,440,510,1,Baru,Semi-Furnished,AJB,6600,Tidak,220604,Campuran,Dekat Pusat Kota,5,13,112508040
Tenggilis Mejoyo,580,46,2,Bagus,Furnished,AJB,1300,Tidak,205132,Perumahan,Dekat Pusat Kota,3,3,9436072
Tenggilis Mejoyo,237,89,2,Bagus,Furnished,HGB,1300,Tidak,183411,Komersial,Dekat Pusat Kota,5,0,16323579
Tenggilis Mejoyo,419,367,3,Baru,Unfurnished,HGB,4400,Tidak,210543,Campuran,Dekat Jalan Raya,4,0,77269281
Tenggilis Mejoyo,244,260,2,Butuh Renovasi,Semi-Furnished,SHM,2200,Tidak,184808,Perumahan,Dekat Pusat Kota,4,18,48050080
Tenggilis Mejoyo,347,441,3,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,200527,Komersial,Dekat Sekolah,5,30,88432407
Tenggilis Mejoyo,429,457,2,Butuh Renovasi,Unfurnished,AJB,6600,Tidak,226712,Komersial,Dekat Pusat Kota,5,15,103607384
Tenggilis Mejoyo,108,206,3,Butuh Renovasi,Semi-Furnished,AJB,2200,Tidak,186023,Campuran,Dekat Sekolah,4,13,38320738
Tenggilis Mejoyo,104,133,3,Baru,Semi-Furnished,AJB,2200,Ya,195340,Perumahan,Dekat Pusat Kota,5,20,25980220
Tenggilis Mejoyo,427,372,1,Baru,Furnished,HGB,2200,Ya,205027,Campuran,Dekat Sekolah,5,15,76270044
Tenggilis Mejoyo,514,237,2,Bagus,Semi-Furnished,HGB,2200,Ya,216099,Perumahan,Dekat Pusat Kota,5,4,51215463
Tenggilis Mejoyo,591,457,1,Bagus,Unfurnished,SHM,6600,Ya,216292,Campuran,Dekat Pusat Kota,4,8,98845444
Tenggilis Mejoyo,284,148,3,Butuh Renovasi,Furnished,HGB,2200,Ya,214452,Komersial,Dekat Jalan Raya,5,25,31738896
Tenggilis Mejoyo,559,500,1,Butuh Renovasi,Furnished,SHM,5500,Ya,205121,Perumahan,Dekat Sekolah,5,29,102560500
Tenggilis Mejoyo,449,75,1,Baru,Furnished,AJB,1300,Ya,188243,Komersial,Dekat Jalan Raya,5,27,14118225
Tenggilis Mejoyo,447,307,1,Bagus,Furnished,SHM,2200,Ya,212086,Perumahan,Dekat Pusat Kota,5,1,65110402
Tenggilis Mejoyo,542,627,3,Butuh Renovasi,Semi-Furnished,AJB,6600,Tidak,235758,Komersial,Dekat Jalan Raya,5,17,147820266
Tenggilis Mejoyo,203,300,3,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,217066,Komersial,Dekat Pusat Kota,5,5,65119800
Tenggilis Mejoyo,154,205,2,Butuh Renovasi,Semi-Furnished,HGB,3500,Tidak,202287,Perumahan,Dekat Jalan Raya,5,30,41468835
Tenggilis Mejoyo,490,446,3,Butuh Renovasi,Unfurnished,SHM,5500,Ya,211725,Perumahan,Dekat Jalan Raya,5,8,94429350
Tenggilis Mejoyo,130,57,3,Bagus,Semi-Furnished,SHM,900,Tidak,198452,Campuran,Dekat Jalan Raya,2,0,11311764
Wiyung,537,42,2,Butuh Renovasi,Semi-Furnished,AJB,1300,Ya,227572,Perumahan,Dekat Pusat Kota,2,8,9558024
Wiyung,439,423,3,Bagus,Unfurnished,SHM,5500,Tidak,236394,Komersial,Dekat Jalan Raya,4,24,99994662
Wiyung,282,204,2,Bagus,Furnished,AJB,2200,Ya,238894,Perumahan,Dekat Jalan Raya,5,15,48734376
Wiyung,522,583,3,Bagus,Semi-Furnished,SHM,6600,Ya,277681,Campuran,Dekat Pusat Kota,5,12,161888023
Wiyung,498,296,2,Butuh Renovasi,Unfurnished,HGB,3500,Tidak,223807,Perumahan,Dekat Pusat Kota,5,8,66246872
Wiyung,287,131,3,Butuh Renovasi,Furnished,SHM,1300,Ya,232094,Campuran,Dekat Sekolah,5,20,30404314
Wiyung,487,530,2,Baru,Furnished,AJB,4400,Tidak,260367,Komersial,Dekat Sekolah,5,12,137994510
Wiyung,229,71,2,Baru,Unfurnished,SHM,900,Ya,233317,Perumahan,Dekat Sekolah,2,30,16565507
Wiyung,214,283,3,Bagus,Unfurnished,SHM,3500,Ya,247217,Campuran,Dekat Pusat Kota,5,8,69962411
Wiyung,125,120,3,Bagus,Semi-Furnished,AJB,1300,Ya,205954,Komersial,Dekat Sekolah,5,10,24714480
Wiyung,554,252,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,232283,Perumahan,Dekat Jalan Raya,5,3,58535316
Wiyung,549,93,1,Bagus,Unfurnished,AJB,900,Tidak,214979,Campuran,Dekat Sekolah,5,1,19993047
Wiyung,489,48,2,Butuh Renovasi,Furnished,SHM,900,Tidak,234444,Komersial,Dekat Sekolah,5,28,11253312
Wiyung,67,128,2,Butuh Renovasi,Unfurnished,AJB,1300,Ya,227766,Perumahan,Dekat Jalan Raya,4,5,29154048
Wiyung,88,46,2,Bagus,Furnished,SHM,900,Ya,223507,Perumahan,Dekat Pusat Kota,5,13,10281322
Wiyung,483,201,1,Baru,Unfurnished,SHM,2200,Ya,231694,Komersial,Dekat Jalan Raya,5,3,46570494
Wiyung,558,358,2,Bagus,Semi-Furnished,SHM,3500,Tidak,220020,Campuran,Dekat Sekolah,4,5,78767160
Wiyung,536,380,2,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,239659,Perumahan,Dekat Pusat Kota,5,18,91070420
Wiyung,274,295,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,241653,Perumahan,Dekat Sekolah,4,5,71287635
Wiyung,156,193,3,Butuh Renovasi,Furnished,AJB,1300,Ya,246879,Campuran,Dekat Jalan Raya,4,1,47647647
Wiyung,193,44,2,Butuh Renovasi,Unfurnished,HGB,900,Ya,202523,Campuran,Dekat Pusat Kota,2,17,8911012
Wiyung,201,113,3,Butuh Renovasi,Semi-Furnished,AJB,1300,Tidak,221659,Campuran,Dekat Sekolah,5,12,25047467
Wiyung,253,197,1,Baru,Furnished,SHM,1300,Tidak,226919,Perumahan,Dekat Jalan Raya,5,8,44703043
Wiyung,330,82,1,Butuh Renovasi,Furnished,AJB,900,Tidak,203247,Perumahan,Dekat Jalan Raya,5,22,16666254
Wiyung,363,391,2,Baru,Semi-Furnished,HGB,4400,Ya,239574,Komersial,Dekat Pusat Kota,5,18,93673434
Wiyung,201,165,3,Butuh Renovasi,Unfurnished,HGB,1300,Tidak,233125,Campuran,Dekat Jalan Raya,5,12,38465625
Wiyung,290,134,2,Baru,Furnished,HGB,2200,Ya,231042,Perumahan,Dekat Sekolah,5,10,30959628
Wiyung,99,103,1,Baru,Furnished,HGB,1300,Tidak,227614,Komersial,Dekat Sekolah,4,0,23444242
Wiyung,154,101,2,Baru,Unfurnished,SHM,1300,Ya,236332,Campuran,Dekat Sekolah,4,23,23869532
Wiyung,545,267,2,Butuh Renovasi,Unfurnished,SHM,2200,Ya,256175,Komersial,Dekat Sekolah,4,29,68398725
Wiyung,205,65,2,Bagus,Furnished,SHM,900,Ya,229018,Komersial,Dekat Sekolah,4,21,14886170
Wiyung,513,473,1,Butuh Renovasi,Unfurnished,HGB,5500,Tidak,255177,Campuran,Dekat Pusat Kota,5,6,120698721
Wonocolo,370,346,2,Baru,Unfurnished,SHM,4400,Tidak,195305,Komersial,Dekat Pusat Kota,4,24,67575530
Wonocolo,150,186,2,Butuh Renovasi,Furnished,AJB,2200,Ya,182967,Perumahan,Dekat Sekolah,5,20,34031862
Wonocolo,506,191,3,Butuh Renovasi,Furnished,AJB,2200,Ya,204345,Campuran,Dekat Pusat Kota,5,14,39029895
Wonocolo,409,453,3,Baru,Unfurnished,SHM,5500,Ya,187163,Perumahan,Dekat Pusat Kota,4,0,84784839
Wonocolo,272,95,3,Bagus,Unfurnished,SHM,1300,Ya,183307,Campuran,Dekat Pusat Kota,5,11,17414165
Wonocolo,589,473,3,Bagus,Semi-Furnished,AJB,6600,Tidak,213449,Campuran,Dekat Sekolah,5,25,100961377
Wonocolo,241,337,3,Butuh Renovasi,Furnished,SHM,3500,Tidak,187298,Perumahan,Dekat Jalan Raya,4,6,63119426
Wonocolo,182,30,3,Baru,Semi-Furnished,HGB,900,Tidak,188690,Komersial,Dekat Sekolah,2,14,5660700
Wonocolo,583,460,3,Baru,Semi-Furnished,SHM,4400,Ya,186942,Komersial,Dekat Jalan Raya,5,20,85993320
Wonocolo,311,221,3,Bagus,Furnished,AJB,3500,Tidak,201947,Campuran,Dekat Sekolah,5,18,44630287
Wonocolo,527,471,1,Butuh Renovasi,Unfurnished,SHM,4400,Ya,215616,Komersial,Dekat Sekolah,5,27,101555136
Wonocolo,151,237,1,Bagus,Furnished,HGB,3500,Ya,183527,Campuran,Dekat Sekolah,5,28,43495899
Wonocolo,294,266,3,Baru,Unfurnished,SHM,3500,Tidak,206971,Perumahan,Dekat Jalan Raya,5,24,55054286
Wonocolo,296,259,3,Butuh Renovasi,Unfurnished,HGB,4400,Ya,209424,Campuran,Dekat Pusat Kota,5,0,54240816
Wonocolo,490,555,2,Bagus,Furnished,HGB,4400,Ya,207300,Perumahan,Dekat Pusat Kota,5,16,115051500
Wonocolo,324,156,2,Bagus,Furnished,HGB,2200,Ya,178965,Komersial,Dekat Pusat Kota,5,16,27918540
Wonocolo,205,278,1,Bagus,Semi-Furnished,HGB,4400,Ya,207752,Campuran,Dekat Jalan Raya,5,2,57755056
Wonocolo,531,370,2,Baru,Semi-Furnished,HGB,4400,Ya,206949,Komersial,Dekat Sekolah,5,11,76571130
Wonocolo,490,116,1,Baru,Semi-Furnished,AJB,1300,Ya,169140,Campuran,Dekat Sekolah,5,5,19620240
Wonocolo,192,215,1,Bagus,Unfurnished,SHM,2200,Ya,206621,Campuran,Dekat Jalan Raya,5,25,44423515
Wonocolo,469,483,3,Butuh Renovasi,Furnished,HGB,4400,Ya,198365,Perumahan,Dekat Jalan Raya,4,10,95810295
Wonocolo,252,98,2,Butuh Renovasi,Furnished,HGB,1300,Tidak,195088,Perumahan,Dekat Jalan Raya,5,2,19118624
Wonocolo,579,32,2,Butuh Renovasi,Semi-Furnished,HGB,1300,Ya,168376,Komersial,Dekat Jalan Raya,2,7,5388032
Wonocolo,267,40,1,Butuh Renovasi,Unfurnished,SHM,900,Ya,186699,Campuran,Dekat Sekolah,2,13,7467960
Wonocolo,249,230,3,Butuh Renovasi,Unfurnished,SHM,2200,Tidak,175846,Campuran,Dekat Sekolah,5,13,40444580
Wonocolo,90,104,1,Baru,Furnished,HGB,1300,Tidak,193315,Perumahan,Dekat Pusat Kota,5,9,20104760
Wonocolo,368,235,3,Bagus,Semi-Furnished,AJB,4400,Ya,206887,Campuran,Dekat Sekolah,5,1,48618445
Wonocolo,178,199,1,Bagus,Semi-Furnished,SHM,1300,Tidak,191801,Perumahan,Dekat Pusat Kota,5,13,38168399
Wonocolo,337,310,1,Bagus,Semi-Furnished,HGB,3500,Ya,196509,Perumahan,Dekat Pusat Kota,5,8,60917790
Wonocolo,285,35,2,Butuh Renovasi,Furnished,HGB,900,Tidak,185278,Komersial,Dekat Pusat Kota,4,2,6484730
Wonocolo,498,220,3,Baru,Semi-Furnished,AJB,3500,Ya,186600,Campuran,Dekat Jalan Raya,5,20,41052000
Wonocolo,217,107,2,Bagus,Furnished,HGB,1300,Ya,173418,Perumahan,Dekat Pusat Kota,4,25,18555726
Wonokromo,320,254,1,Baru,Semi-Furnished,AJB,3500,Ya,247438,Campuran,Dekat Jalan Raya,4,7,62849252
Wonokromo,558,90,1,Baru,Semi-Furnished,HGB,1300,Tidak,221533,Campuran,Dekat Sekolah,4,15,19937970
Wonokromo,330,421,1,Bagus,Unfurnished,HGB,5500,Tidak,214873,Komersial,Dekat Sekolah,5,1,90461533
Wonokromo,418,286,3,Butuh Renovasi,Unfurnished,HGB,3500,Tidak,212956,Perumahan,Dekat Sekolah,5,5,60905416
Wonokromo,449,439,3,Butuh Renovasi,Semi-Furnished,SHM,5500,Ya,247146,Komersial,Dekat Pusat Kota,5,27,108497094
Wonokromo,88,97,1,Bagus,Semi-Furnished,SHM,1300,Tidak,222120,Perumahan,Dekat Sekolah,5,20,21545640
Wonokromo,551,184,2,Butuh Renovasi,Furnished,HGB,2200,Ya,224809,Campuran,Dekat Sekolah,5,28,41364856
Wonokromo,172,99,3,Bagus,Furnished,HGB,1300,Ya,226640,Campuran,Dekat Pusat Kota,4,25,22437360
Wonokromo,180,121,2,Baru,Furnished,SHM,2200,Tidak,197242,Perumahan,Dekat Jalan Raya,4,24,23866282
Wonokromo,331,105,1,Butuh Renovasi,Unfurnished,HGB,1300,Ya,221654,Perumahan,Dekat Sekolah,5,11,23273670
Wonokromo,197,186,3,Bagus,Unfurnished,AJB,1300,Ya,208912,Komersial,Dekat Jalan Raya,5,4,38857632
Wonokromo,420,499,3,Butuh Renovasi,Furnished,HGB,6600,Tidak,235422,Perumahan,Dekat Pusat Kota,4,1,117475578
Wonokromo,275,269,3,Butuh Renovasi,Semi-Furnished,HGB,2200,Tidak,249516,Komersial,Dekat Jalan Raya,5,15,67119804
Wonokromo,403,387,1,Baru,Furnished,AJB,4400,Tidak,256571,Komersial,Dekat Sekolah,5,4,99292977
Wonokromo,562,555,2,Baru,Semi-Furnished,AJB,6600,Tidak,236894,Campuran,Dekat Jalan Raya,5,14,131476170
Wonokromo,369,317,1,Baru,Semi-Furnished,SHM,3500,Tidak,237758,Campuran,Dekat Pusat Kota,5,11,75369286
Wonokromo,390,94,2,Bagus,Furnished,SHM,1300,Ya,210981,Perumahan,Dekat Jalan Raya,5,3,19832214
Wonokromo,179,73,2,Bagus,Unfurnished,SHM,1300,Ya,213523,Perumahan,Dekat Pusat Kota,2,14,15587179
Wonokromo,529,268,2,Butuh Renovasi,Semi-Furnished,AJB,2200,Ya,211795,Perumahan,Dekat Sekolah,5,10,56761060
Wonokromo,294,268,1,Baru,Unfurnished,SHM,4400,Ya,211729,Perumahan,Dekat Pusat Kota,5,15,56743372
Wonokromo,78,61,2,Bagus,Semi-Furnished,AJB,1300,Ya,205262,Perumahan,Dekat Jalan Raya,2,22,12520982
Wonokromo,483,146,2,Baru,Semi-Furnished,AJB,2200,Tidak,213305,Campuran,Dekat Jalan Raya,5,5,31142530
Wonokromo,240,244,2,Baru,Semi-Furnished,HGB,3500,Ya,212323,Perumahan,Dekat Jalan Raya,5,13,51806812
Wonokromo,404,309,2,Bagus,Semi-Furnished,AJB,4400,Ya,210030,Campuran,Dekat Jalan Raya,4,17,64899270
Wonokromo,255,320,2,Butuh Renovasi,Semi-Furnished,HGB,4400,Ya,245318,Campuran,Dekat Pusat Kota,5,11,78501760
Wonokromo,132,168,2,Baru,Unfurnished,HGB,2200,Tidak,204576,Komersial,Dekat Jalan Raya,5,26,34368768
Wonokromo,333,56,1,Baru,Furnished,SHM,1300,Ya,205486,Perumahan,Dekat Jalan Raya,4,10,11507216
Wonokromo,584,231,1,Baru,Semi-Furnished,SHM,4400,Ya,205792,Perumahan,Dekat Jalan Raya,5,12,47537952
Wonokromo,347,444,3,Bagus,Semi-Furnished,AJB,4400,Ya,248213,Komersial,Dekat Sekolah,5,20,110206572
Wonokromo,286,348,3,Butuh Renovasi,Semi-Furnished,HGB,3500,Ya,242360,Campuran,Dekat Sekolah,5,22,84341280
Wonokromo,250,222,1,Bagus,Semi-Furnished,HGB,4400,Ya,240211,Campuran,Dekat Pusat Kota,4,10,53326842
Wonokromo,550,624,3,Butuh Renovasi,Furnished,AJB,4400,Tidak,252431,Campuran,Dekat Sekolah,5,22,157516944
